"numeroEvento","fechaInicio","fechaFin","duracionMinutos","codigoEstacionMayorAcumulado","valorMayorAcumulado","codigoEstacionMayorIntensidad","valorMayorIntensidad"
1763,2019-09-25 13:56:00.000,2019-09-26 10:20:00.000,1224.000000000000000,323,58.170000000000000,11,131.060000000000000
1764,2019-09-29 16:00:00.000,2019-09-29 18:30:00.000,150.000000000000000,171,11.180000000000000,58,27.430000000000000
1765,2019-09-29 20:30:00.000,2019-09-30 04:30:00.000,480.000000000000000,334,28.450000000000000,393,131.060000000000000
1766,2019-09-30 12:00:00.000,2019-09-30 18:00:00.000,360.000000000000000,289,43.690000000000000,189,76.200000000000000
1767,2019-09-30 19:53:00.000,2019-10-01 04:40:00.000,527.000000000000000,36,49.280000000000000,64,94.490000000000000
1768,2019-10-01 16:50:00.000,2019-10-01 20:40:00.000,230.000000000000000,324,28.960000000000000,44,51.820000000000000
1769,2019-10-02 20:20:00.000,2019-10-03 04:20:00.000,480.000000000000000,278,11.430000000000000,72,36.580000000000000
1770,2019-10-03 09:00:00.000,2019-10-03 13:25:00.000,265.000000000000000,393,13.720000000000000,393,82.300000000000000
1771,2019-10-05 16:00:00.000,2019-10-05 22:07:00.000,367.000000000000000,392,25.400000000000000,9,94.490000000000000
1772,2019-10-06 11:10:00.000,2019-10-06 14:50:00.000,220.000000000000000,76,8.890000000000000,76,36.580000000000000
1773,2019-10-07 00:21:00.000,2019-10-07 05:30:00.000,309.000000000000000,261,14.480000000000000,33,48.770000000000000
1774,2019-10-07 22:00:00.000,2019-10-08 03:00:00.000,300.000000000000000,66,8.640000000000000,88,15.240000000000000
1775,2019-10-08 12:00:00.000,2019-10-08 16:11:00.000,251.000000000000000,17,15.490000000000000,394,79.250000000000000
1776,2019-10-09 14:00:00.000,2019-10-09 18:14:00.000,254.000000000000000,171,23.110000000000000,33,67.060000000000000
1777,2019-10-10 14:23:00.000,2019-10-10 18:10:00.000,227.000000000000000,320,17.780000000000000,320,73.150000000000000
1778,2019-10-11 04:30:00.000,2019-10-11 16:17:00.000,707.000000000000000,26,38.860000000000000,320,64.010000000000000
1779,2019-10-12 12:30:00.000,2019-10-12 17:00:00.000,270.000000000000000,52,39.370000000000000,52,103.630000000000000
1780,2019-10-12 19:01:00.000,2019-10-13 07:45:00.000,764.000000000000000,278,39.120000000000000,295,88.390000000000000
1781,2019-10-13 21:00:00.000,2019-10-14 10:00:00.000,780.000000000000000,18,23.620000000000000,18,67.060000000000000
1782,2019-10-15 18:37:00.000,2019-10-15 22:00:00.000,203.000000000000000,43,18.290000000000000,19,51.820000000000000
1783,2019-10-16 13:24:00.000,2019-10-16 18:35:00.000,311.000000000000000,171,47.750000000000000,253,112.780000000000000
1784,2019-10-17 04:43:00.000,2019-10-17 08:30:00.000,227.000000000000000,18,11.940000000000000,18,39.620000000000000
1785,2019-10-17 12:36:00.000,2019-10-17 20:30:00.000,474.000000000000000,171,33.020000000000000,171,118.870000000000000
1786,2019-10-18 12:24:00.000,2019-10-19 02:57:00.000,873.000000000000000,274,50.550000000000000,352,128.020000000000000
1787,2019-10-19 13:40:00.000,2019-10-19 18:30:00.000,290.000000000000000,58,18.030000000000000,44,70.100000000000000
1788,2019-10-19 19:49:00.000,2019-10-20 05:20:00.000,571.000000000000000,278,7.620000000000000,51,33.530000000000000
1789,2019-10-21 12:25:00.000,2019-10-21 16:30:00.000,245.000000000000000,43,60.450000000000000,18,112.780000000000000
1790,2019-10-21 19:05:00.000,2019-10-22 00:43:00.000,338.000000000000000,30,9.910000000000000,30,9.140000000000000
1791,2019-10-22 10:22:00.000,2019-10-22 17:20:00.000,418.000000000000000,43,46.740000000000000,18,88.390000000000000
1792,2019-10-22 18:30:00.000,2019-10-23 06:00:00.000,690.000000000000000,24,60.960000000000000,171,100.580000000000000
1793,2019-10-23 14:00:00.000,2019-10-24 07:36:00.000,1056.000000000000000,36,59.440000000000000,64,91.440000000000000
1794,2019-10-24 10:00:00.000,2019-10-24 17:25:00.000,445.000000000000000,328,45.210000000000000,5,103.630000000000000
1795,2019-10-25 10:20:00.000,2019-10-25 17:30:00.000,430.000000000000000,64,23.110000000000000,64,82.300000000000000
1796,2019-10-25 18:00:00.000,2019-10-26 03:10:00.000,550.000000000000000,127,18.800000000000000,66,88.390000000000000
1797,2019-10-26 11:30:00.000,2019-10-26 15:45:00.000,255.000000000000000,58,23.620000000000000,171,27.430000000000000
1798,2019-10-26 16:34:00.000,2019-10-27 07:00:00.000,866.000000000000000,323,90.170000000000000,278,67.060000000000000
1799,2019-10-28 12:49:00.000,2019-10-28 18:01:00.000,312.000000000000000,58,13.460000000000000,28,51.820000000000000
1800,2019-10-28 22:20:00.000,2019-10-29 07:45:00.000,565.000000000000000,127,20.320000000000000,324,39.620000000000000
1801,2019-10-29 19:00:00.000,2019-10-30 05:30:00.000,630.000000000000000,193,26.160000000000000,34,79.250000000000000
1802,2019-10-30 22:55:00.000,2019-10-31 05:00:00.000,365.000000000000000,5,22.350000000000000,5,21.340000000000000
1803,2019-11-01 11:34:00.000,2019-11-01 22:54:00.000,680.000000000000000,23,38.610000000000000,378,131.060000000000000
1804,2019-11-02 13:00:00.000,2019-11-02 21:45:00.000,525.000000000000000,58,32.770000000000000,171,57.910000000000000
1805,2019-11-03 12:10:00.000,2019-11-03 16:50:00.000,250.000000000000000,52,38.860000000000000,52,121.920000000000000
1806,2019-11-04 12:50:00.000,2019-11-04 16:50:00.000,240.000000000000000,58,37.850000000000000,171,94.490000000000000
1807,2019-11-05 02:04:00.000,2019-11-05 10:00:00.000,476.000000000000000,5,9.400000000000000,19,33.530000000000000
1808,2019-11-05 13:00:00.000,2019-11-05 15:50:00.000,170.000000000000000,253,15.490000000000000,146,54.860000000000000
1809,2019-11-06 00:57:00.000,2019-11-06 04:40:00.000,223.000000000000000,30,24.640000000000000,30,60.960000000000000
1810,2019-11-08 12:20:00.000,2019-11-08 16:30:00.000,250.000000000000000,53,36.070000000000000,53,124.970000000000000
1811,2019-11-08 17:15:00.000,2019-11-09 05:30:00.000,735.000000000000000,40,45.210000000000000,10,103.630000000000000
1812,2019-11-10 11:40:00.000,2019-11-11 08:38:00.000,1258.000000000000000,20,65.530000000000000,52,73.150000000000000
1813,2019-11-11 20:00:00.000,2019-11-12 12:00:00.000,960.000000000000000,2,86.870000000000000,267,115.820000000000000
1814,2019-11-12 12:00:00.000,2019-11-12 20:15:00.000,495.000000000000000,48,45.970000000000000,48,76.200000000000000
1815,2019-11-13 06:10:00.000,2019-11-13 22:40:00.000,990.000000000000000,242,37.008000000000000,242,91.440000000000000
1816,2019-11-14 11:30:00.000,2019-11-15 02:00:00.000,870.000000000000000,88,40.130000000000000,57,94.490000000000000
1817,2019-11-15 13:10:00.000,2019-11-16 00:50:00.000,700.000000000000000,64,53.850000000000000,320,85.340000000000000
1818,2019-11-16 14:20:00.000,2019-11-16 18:00:00.000,220.000000000000000,52,25.400000000000000,52,91.440000000000000
1819,2019-11-16 18:15:00.000,2019-11-16 23:00:00.000,285.000000000000000,28,13.460000000000000,352,57.910000000000000
1820,2019-11-17 16:00:00.000,2019-11-18 01:10:00.000,550.000000000000000,34,54.360000000000000,261,124.970000000000000
1821,2019-11-18 14:24:00.000,2019-11-18 20:15:00.000,351.000000000000000,48,57.400000000000000,11,100.580000000000000
1822,2019-11-18 21:50:00.000,2019-11-19 04:45:00.000,415.000000000000000,7,22.350000000000000,252,232.920000000000000
1823,2019-11-19 04:46:00.000,2019-11-19 11:00:00.000,374.000000000000000,56,7.620000000000000,81,18.290000000000000
1824,2019-11-19 11:32:00.000,2019-11-20 05:22:00.000,1070.000000000000000,48,62.990000000000000,242,91.440000000000000
1825,2019-11-20 13:30:00.000,2019-11-20 17:30:00.000,240.000000000000000,244,16.510000000000000,244,76.200000000000000
1826,2019-11-21 12:30:00.000,2019-11-21 21:45:00.000,555.000000000000000,36,36.580000000000000,193,88.390000000000000
1827,2019-11-22 13:50:00.000,2019-11-22 19:30:00.000,340.000000000000000,54,68.330000000000000,211,143.260000000000000
1828,2019-11-23 14:45:00.000,2019-11-23 19:00:00.000,255.000000000000000,18,42.670000000000000,18,94.490000000000000
1829,2019-11-27 21:00:00.000,2019-11-28 02:35:00.000,335.000000000000000,36,39.880000000000000,53,118.870000000000000
1830,2019-11-29 12:44:00.000,2019-11-29 20:00:00.000,436.000000000000000,36,34.800000000000000,288,79.250000000000000
1831,2019-12-01 15:15:00.000,2019-12-01 17:15:00.000,120.000000000000000,58,15.490000000000000,57,45.720000000000000
1832,2019-12-03 13:18:00.000,2019-12-03 17:00:00.000,222.000000000000000,253,17.780000000000000,266,64.010000000000000
1833,2019-12-04 11:30:00.000,2019-12-04 19:00:00.000,450.000000000000000,23,25.400000000000000,274,57.910000000000000
1834,2019-12-06 13:26:00.000,2019-12-06 18:00:00.000,274.000000000000000,320,31.500000000000000,36,85.340000000000000
1835,2019-12-06 22:00:00.000,2019-12-07 01:40:00.000,220.000000000000000,58,39.120000000000000,171,82.300000000000000
1836,2019-12-07 11:30:00.000,2019-12-07 17:00:00.000,330.000000000000000,193,23.620000000000000,193,73.150000000000000
1837,2019-12-10 14:47:00.000,2019-12-10 21:38:00.000,411.000000000000000,25,117.600000000000000,29,97.540000000000000
1838,2019-12-11 13:12:00.000,2019-12-11 22:15:00.000,543.000000000000000,4,39.620000000000000,5,88.390000000000000
1839,2019-12-12 17:30:00.000,2019-12-13 09:24:00.000,954.000000000000000,295,53.340000000000000,295,103.630000000000000
1840,2019-12-13 19:30:00.000,2019-12-14 05:10:00.000,580.000000000000000,324,25.150000000000000,328,30.480000000000000
1841,2019-12-14 12:30:00.000,2019-12-15 03:40:00.000,910.000000000000000,65,50.550000000000000,61,85.340000000000000
1842,2019-12-16 13:10:00.000,2019-12-16 16:40:00.000,210.000000000000000,58,12.700000000000000,24,102.820000000000000
1843,2019-12-17 14:40:00.000,2019-12-18 03:00:00.000,740.000000000000000,17,62.480000000000000,17,124.970000000000000
1844,2019-12-18 14:30:00.000,2019-12-18 17:55:00.000,205.000000000000000,2,29.210000000000000,4,97.540000000000000
1845,2019-12-24 15:15:00.000,2019-12-24 17:30:00.000,135.000000000000000,253,8.890000000000000,253,33.530000000000000
1846,2019-12-25 14:00:00.000,2019-12-25 17:30:00.000,210.000000000000000,267,21.340000000000000,4,91.440000000000000
1847,2019-12-29 15:02:00.000,2019-12-29 19:00:00.000,238.000000000000000,3,87.880000000000000,3,146.300000000000000
1848,2019-12-30 12:57:00.000,2019-12-31 19:00:00.000,1803.000000000000000,323,61.470000000000000,171,102.820000000000000
1849,2020-01-01 14:40:00.000,2020-01-02 04:10:00.000,810.000000000000000,261,62.740000000000000,261,76.200000000000000
1850,2020-01-21 14:00:00.000,2020-01-22 15:15:00.000,1515.000000000000000,3,65.020000000000000,281,124.970000000000000
1851,2020-01-23 15:15:00.000,2020-01-23 22:35:00.000,440.000000000000000,61,12.190000000000000,127,64.010000000000000
1852,2020-01-24 13:30:00.000,2020-01-24 17:30:00.000,240.000000000000000,10,10.920000000000000,57,21.340000000000000
1853,2020-01-26 14:55:00.000,2020-01-26 18:53:00.000,238.000000000000000,369,21.840000000000000,146,106.680000000000000
1854,2020-01-27 14:30:00.000,2020-01-27 18:45:00.000,255.000000000000000,48,21.080000000000000,282,97.540000000000000
1855,2020-01-28 14:47:00.000,2020-01-28 19:38:00.000,291.000000000000000,29,37.590000000000000,29,128.000000000000000
1856,2020-01-29 15:15:00.000,2020-01-29 19:40:00.000,265.000000000000000,171,31.750000000000000,2,115.820000000000000
1857,2020-02-01 23:00:00.000,2020-02-02 05:15:00.000,375.000000000000000,261,39.370000000000000,261,118.870000000000000
1858,2020-02-07 15:20:00.000,2020-02-07 17:40:00.000,140.000000000000000,26,14.730000000000000,2,18.290000000000000
1859,2020-02-08 17:00:00.000,2020-02-08 19:41:00.000,161.000000000000000,146,20.570000000000000,57,67.060000000000000
1860,2020-02-15 01:10:00.000,2020-02-15 05:00:00.000,230.000000000000000,241,11.680000000000000,38,33.530000000000000
1861,2020-02-17 00:44:00.000,2020-02-17 03:40:00.000,176.000000000000000,30,8.640000000000000,30,67.060000000000000
1862,2020-02-19 19:37:00.000,2020-02-20 04:00:00.000,503.000000000000000,234,8.640000000000000,51,27.400000000000000
1863,2020-02-20 15:20:00.000,2020-02-20 17:20:00.000,120.000000000000000,9,16.510000000000000,36,70.600000000000000
1864,2020-02-20 19:30:00.000,2020-02-20 23:10:00.000,220.000000000000000,73,5.920000000000000,73,41.610000000000000
1865,2020-02-21 13:05:00.000,2020-02-22 05:00:00.000,955.000000000000000,22,71.630000000000000,47,134.110000000000000
1866,2020-02-22 12:40:00.000,2020-02-23 02:00:00.000,800.000000000000000,52,20.570000000000000,184,82.300000000000000
1867,2020-02-24 16:00:00.000,2020-02-25 04:34:00.000,754.000000000000000,3,35.050000000000000,34,131.000000000000000
1868,2020-02-25 14:00:00.000,2020-02-25 20:30:00.000,390.000000000000000,2,29.970000000000000,1,85.340000000000000
1869,2020-02-26 15:38:00.000,2020-02-26 18:35:00.000,177.000000000000000,288,11.680000000000000,19,76.200000000000000
1870,2020-03-01 12:40:00.000,2020-03-01 16:30:00.000,230.000000000000000,57,12.950000000000000,3,73.150000000000000
1871,2020-03-03 01:15:00.000,2020-03-03 04:15:00.000,180.000000000000000,5,7.870000000000000,193,33.530000000000000
1872,2020-03-04 04:30:00.000,2020-03-04 10:40:00.000,370.000000000000000,5,7.110000000000000,16,24.380000000000000
1873,2020-03-07 13:15:00.000,2020-03-07 17:03:00.000,228.000000000000000,2,13.720000000000000,43,79.250000000000000
1874,2020-03-09 15:30:00.000,2020-03-09 22:09:00.000,399.000000000000000,4,49.530000000000000,320,131.060000000000000
1875,2020-03-10 16:15:00.000,2020-03-10 23:20:00.000,425.000000000000000,47,62.990000000000000,64,115.820000000000000
1876,2020-03-11 16:50:00.000,2020-03-12 05:00:00.000,730.000000000000000,275,21.590000000000000,53,45.720000000000000
1877,2020-03-12 15:20:00.000,2020-03-12 20:00:00.000,280.000000000000000,38,35.310000000000000,38,79.250000000000000
1878,2020-03-13 13:40:00.000,2020-03-13 19:10:00.000,330.000000000000000,253,47.920000000000000,267,134.110000000000000
1879,2020-03-13 22:51:00.000,2020-03-14 01:49:00.000,178.000000000000000,64,13.460000000000000,64,48.770000000000000
1880,2020-03-16 14:10:00.000,2020-03-16 18:10:00.000,240.000000000000000,193,7.620000000000000,193,39.620000000000000
1881,2020-03-19 16:24:00.000,2020-03-19 23:40:00.000,436.000000000000000,389,23.370000000000000,389,121.920000000000000
1882,2020-03-20 00:40:00.000,2020-03-20 16:20:00.000,940.000000000000000,334,29.720000000000000,42,70.100000000000000
1883,2020-03-20 18:50:00.000,2020-03-21 04:40:00.000,590.000000000000000,278,26.420000000000000,432,48.770000000000000
1884,2020-03-21 14:50:00.000,2020-03-21 22:20:00.000,450.000000000000000,38,12.190000000000000,38,51.820000000000000
1885,2020-03-22 19:00:00.000,2020-03-23 01:00:00.000,360.000000000000000,352,20.830000000000000,88,48.770000000000000
1886,2020-03-26 14:46:00.000,2020-03-26 17:00:00.000,134.000000000000000,65,13.720000000000000,383,18.290000000000000
1887,2020-03-29 14:30:00.000,2020-03-29 17:30:00.000,180.000000000000000,67,35.310000000000000,17,137.160000000000000
1888,2020-03-29 21:46:00.000,2020-03-30 05:50:00.000,484.000000000000000,26,30.730000000000000,289,67.060000000000000
1889,2020-03-30 14:40:00.000,2020-03-31 09:15:00.000,1115.000000000000000,33,21.840000000000000,33,94.490000000000000
1890,2020-03-31 13:40:00.000,2020-04-01 15:15:00.000,1535.000000000000000,57,74.420000000000000,171,91.440000000000000
1891,2020-04-03 13:40:00.000,2020-04-03 15:55:00.000,135.000000000000000,57,8.380000000000000,171,51.820000000000000
1892,2020-04-04 02:00:00.000,2020-04-04 09:10:00.000,430.000000000000000,323,8.890000000000000,323,27.430000000000000
1893,2020-04-05 01:50:00.000,2020-04-05 04:40:00.000,170.000000000000000,234,9.910000000000000,20,30.480000000000000
1894,2020-04-05 22:30:00.000,2020-04-06 06:00:00.000,450.000000000000000,323,12.450000000000000,234,33.530000000000000
1895,2020-04-08 16:00:00.000,2020-04-09 04:20:00.000,740.000000000000000,5,24.380000000000000,44,60.960000000000000
1896,2020-04-09 14:12:00.000,2020-04-09 16:00:00.000,108.000000000000000,57,32.260000000000000,433,85.340000000000000
1897,2020-04-10 11:40:00.000,2020-04-10 21:40:00.000,600.000000000000000,383,31.750000000000000,395,64.010000000000000
1898,2020-04-11 00:10:00.000,2020-04-11 08:41:00.000,511.000000000000000,324,30.480000000000000,47,39.620000000000000
1899,2020-04-11 12:30:00.000,2020-04-12 00:47:00.000,737.000000000000000,320,20.070000000000000,320,79.250000000000000
1900,2020-04-12 10:30:00.000,2020-04-12 17:45:00.000,435.000000000000000,339,18.290000000000000,339,57.910000000000000
1901,2020-04-13 12:40:00.000,2020-04-14 02:30:00.000,830.000000000000000,83,60.030000000000000,20,88.390000000000000
1902,2020-04-14 13:30:00.000,2020-04-15 01:10:00.000,718.000000000000000,5,44.200000000000000,26,128.020000000000000
1903,2020-04-15 15:00:00.000,2020-04-15 21:15:00.000,375.000000000000000,67,41.400000000000000,395,82.300000000000000
1904,2020-04-16 16:00:00.000,2020-04-16 19:15:00.000,195.000000000000000,383,33.270000000000000,61,60.960000000000000
1905,2020-04-17 13:00:00.000,2020-04-17 20:00:00.000,420.000000000000000,339,18.540000000000000,339,94.490000000000000
1906,2020-04-18 12:10:00.000,2020-04-18 18:15:00.000,375.000000000000000,193,62.990000000000000,193,137.160000000000000
1907,2020-04-18 20:00:00.000,2020-04-19 03:10:00.000,430.000000000000000,261,23.110000000000000,61,33.530000000000000
1908,2020-04-19 12:35:00.000,2020-04-19 18:15:00.000,340.000000000000000,323,48.260000000000000,29,140.210000000000000
1909,2020-04-20 12:30:00.000,2020-04-21 00:00:00.000,690.000000000000000,274,23.370000000000000,353,73.150000000000000
1910,2020-04-21 05:00:00.000,2020-04-21 11:42:00.000,402.000000000000000,5,10.410000000000000,5,21.340000000000000
1911,2020-04-22 12:15:00.000,2020-04-23 07:00:00.000,1125.000000000000000,278,40.130000000000000,57,97.540000000000000
1912,2020-04-23 12:15:00.000,2020-04-24 00:10:00.000,715.000000000000000,47,19.050000000000000,47,60.960000000000000
1913,2020-04-24 00:50:00.000,2020-04-24 05:20:00.000,270.000000000000000,373,26.420000000000000,373,45.720000000000000
1914,2020-04-24 11:26:00.000,2020-04-24 17:50:00.000,384.000000000000000,105,34.390000000000000,61,109.730000000000000
1915,2020-04-26 15:15:00.000,2020-04-26 18:00:00.000,165.000000000000000,193,11.680000000000000,34,42.670000000000000
1916,2020-04-27 21:55:00.000,2020-04-28 05:30:00.000,455.000000000000000,5,19.050000000000000,31,21.340000000000000
1917,2020-04-29 12:10:00.000,2020-04-29 18:00:00.000,350.000000000000000,432,13.210000000000000,193,70.100000000000000
1918,2020-04-29 21:30:00.000,2020-04-30 03:30:00.000,360.000000000000000,278,31.750000000000000,234,39.620000000000000
1919,2020-04-30 13:00:00.000,2020-05-01 05:30:00.000,990.000000000000000,74,75.690000000000000,74,170.690000000000000
1920,2020-05-04 19:30:00.000,2020-05-05 04:30:00.000,540.000000000000000,278,10.670000000000000,51,12.190000000000000
1921,2020-05-05 23:25:00.000,2020-05-06 06:10:00.000,405.000000000000000,29,22.860000000000000,39,100.580000000000000
1922,2020-05-12 17:10:00.000,2020-05-13 03:20:00.000,610.000000000000000,12,47.240000000000000,28,97.540000000000000
1923,2020-05-13 08:00:00.000,2020-05-13 11:00:00.000,180.000000000000000,34,7.620000000000000,34,73.150000000000000
1924,2020-05-14 12:00:00.000,2020-05-14 17:30:00.000,330.000000000000000,36,27.180000000000000,4,54.860000000000000
1925,2020-05-14 18:50:00.000,2020-05-14 23:25:00.000,275.000000000000000,193,9.140000000000000,193,51.820000000000000
1926,2020-05-15 11:00:00.000,2020-05-15 17:00:00.000,360.000000000000000,433,27.430000000000000,253,64.010000000000000
1927,2020-05-15 23:00:00.000,2020-05-16 04:20:00.000,320.000000000000000,278,20.830000000000000,26,70.100000000000000
1928,2020-05-16 14:30:00.000,2020-05-16 17:00:00.000,150.000000000000000,267,17.020000000000000,267,94.490000000000000
1929,2020-05-18 12:40:00.000,2020-05-18 15:50:00.000,190.000000000000000,34,7.370000000000000,64,24.380000000000000
1930,2020-05-19 00:30:00.000,2020-05-19 06:20:00.000,350.000000000000000,369,23.370000000000000,369,67.060000000000000
1931,2020-05-19 09:00:00.000,2020-05-19 14:10:00.000,310.000000000000000,51,28.450000000000000,51,121.920000000000000
1932,2020-05-22 13:00:00.000,2020-05-22 17:15:00.000,255.000000000000000,383,26.160000000000000,61,103.630000000000000
1933,2020-05-27 11:15:00.000,2020-05-28 15:00:00.000,1665.000000000000000,24,39.120000000000000,234,94.490000000000000
1934,2020-05-28 23:50:00.000,2020-05-28 08:34:00.000,524.000000000000000,41,28.960000000000000,184,76.200000000000000
1935,2020-05-29 11:20:00.000,2020-05-30 14:55:00.000,1655.000000000000000,421,49.530000000000000,30,85.340000000000000
1936,2020-05-30 18:00:00.000,2020-05-31 04:00:00.000,600.000000000000000,88,9.400000000000000,72,18.290000000000000
1937,2020-05-31 12:00:00.000,2020-05-31 18:15:00.000,615.000000000000000,433,6.600000000000000,447,39.620000000000000
1938,2020-06-01 12:30:00.000,2020-06-01 20:00:00.000,450.000000000000000,11,30.990000000000000,11,106.680000000000000
1939,2020-06-02 23:30:00.000,2020-06-03 06:00:00.000,390.000000000000000,383,6.860000000000000,383,12.190000000000000
1940,2020-06-05 19:20:00.000,2020-06-06 06:50:00.000,690.000000000000000,30,17.020000000000000,30,27.430000000000000
1941,2020-06-09 11:50:00.000,2020-06-10 06:00:00.000,1090.000000000000000,278,65.280000000000000,234,106.680000000000000
1942,2020-06-10 09:30:00.000,2020-06-10 15:20:00.000,350.000000000000000,4,43.430000000000000,320,91.440000000000000
1943,2020-06-11 11:45:00.000,2020-06-11 18:30:00.000,405.000000000000000,76,17.270000000000000,55,57.910000000000000
1944,2020-06-11 20:30:00.000,2020-06-12 15:30:00.000,1140.000000000000000,434,64.010000000000000,434,97.540000000000000
1945,2020-06-13 23:40:00.000,2020-06-14 04:40:00.000,300.000000000000000,278,15.490000000000000,30,33.530000000000000
1946,2020-06-14 22:20:00.000,2020-06-15 02:40:00.000,260.000000000000000,30,9.140000000000000,30,9.140000000000000
1947,2020-06-15 11:45:00.000,2020-06-15 18:50:00.000,425.000000000000000,3,34.040000000000000,3,109.730000000000000
1948,2020-06-16 12:10:00.000,2020-06-16 19:30:00.000,440.000000000000000,323,19.300000000000000,61,45.720000000000000
1949,2020-06-16 21:30:00.000,2020-06-17 04:10:00.000,400.000000000000000,373,30.230000000000000,47,36.580000000000000
1950,2020-06-17 09:00:00.000,2020-06-17 16:00:00.000,420.000000000000000,278,5.080000000000000,5,6.100000000000000
1951,2020-06-19 19:20:00.000,2020-06-20 02:20:00.000,420.000000000000000,278,23.620000000000000,320,85.340000000000000
1952,2020-06-20 19:00:00.000,2020-06-21 01:05:00.000,365.000000000000000,323,26.920000000000000,445,79.250000000000000
1953,2020-06-21 16:30:00.000,2020-05-22 03:50:00.000,680.000000000000000,323,20.830000000000000,66,45.720000000000000
1954,2020-06-22 15:00:00.000,2020-06-22 19:55:00.000,295.000000000000000,234,26.920000000000000,234,79.250000000000000
1955,2020-06-25 18:40:00.000,2020-06-26 07:40:00.000,780.000000000000000,323,21.080000000000000,328,27.430000000000000
1956,2020-06-26 13:00:00.000,2020-06-27 05:20:00.000,980.000000000000000,323,29.720000000000000,76,67.060000000000000
1957,2020-06-27 15:00:00.000,2020-06-27 16:05:00.000,65.000000000000000,266,16.000000000000000,65,82.300000000000000
1958,2020-06-27 20:32:00.000,2020-06-28 11:15:00.000,840.000000000000000,30,28.700000000000000,30,73.150000000000000
1959,2020-06-29 13:30:00.000,2020-06-29 19:00:00.000,300.000000000000000,38,39.880000000000000,230,94.490000000000000
1960,2020-06-30 13:40:00.000,2020-06-30 17:15:00.000,235.000000000000000,261,21.840000000000000,432,100.580000000000000
1961,2020-06-30 22:20:00.000,2020-07-01 06:15:00.000,475.000000000000000,127,21.340000000000000,47,33.530000000000000
1962,2020-07-01 13:20:00.000,2020-07-02 06:15:00.000,1015.000000000000000,36,88.390000000000000,288,131.060000000000000
1963,2020-07-02 13:15:00.000,2020-07-02 15:45:00.000,150.000000000000000,18,9.650000000000000,67,33.530000000000000
1964,2020-07-03 16:43:00.000,2020-07-04 05:00:00.000,737.000000000000000,58,50.550000000000000,193,70.100000000000000
1965,2020-07-04 15:40:00.000,2020-07-05 04:15:00.000,755.000000000000000,323,65.530000000000000,60,134.110000000000000
1966,2020-07-06 12:40:00.000,2020-07-06 19:10:00.000,390.000000000000000,432,30.730000000000000,61,88.390000000000000
1967,2020-07-07 14:15:00.000,2020-07-08 01:40:00.000,685.000000000000000,433,22.610000000000000,67,112.780000000000000
1968,2020-07-08 03:10:00.000,2020-07-08 07:20:00.000,250.000000000000000,34,11.430000000000000,1,45.720000000000000
1969,2020-07-08 13:20:00.000,2020-07-09 05:35:00.000,975.000000000000000,418,34.040000000000000,267,27.430000000000000
1970,2020-07-09 15:00:00.000,2020-07-09 18:20:00.000,200.000000000000000,278,19.300000000000000,323,45.720000000000000
1971,2020-07-10 13:00:00.000,2020-07-10 14:50:00.000,110.000000000000000,446,8.380000000000000,3,60.960000000000000
1972,2020-07-10 15:45:00.000,2020-07-11 05:54:00.000,849.000000000000000,320,62.230000000000000,320,91.440000000000000
1973,2020-07-11 16:40:00.000,2020-07-12 04:30:00.000,710.000000000000000,29,45.210000000000000,59,98.280000000000000
1974,2020-07-12 16:00:00.000,2020-07-13 04:50:00.000,770.000000000000000,40,23.880000000000000,71,42.670000000000000
1975,2020-07-13 16:00:00.000,2020-07-14 03:35:00.000,695.000000000000000,36,42.160000000000000,2,57.910000000000000
1976,2020-07-16 12:16:00.000,2020-07-16 16:15:00.000,239.000000000000000,253,11.180000000000000,253,30.480000000000000
1977,2020-07-16 16:40:00.000,2020-07-16 18:50:00.000,130.000000000000000,253,19.810000000000000,253,94.490000000000000
1978,2020-07-21 18:15:00.000,2020-07-22 05:45:00.000,690.000000000000000,323,20.320000000000000,70,60.960000000000000
1979,2020-07-22 19:22:00.000,2020-07-23 06:30:00.000,668.000000000000000,1,39.120000000000000,39,85.340000000000000
1980,2020-07-23 15:30:00.000,2020-07-24 07:10:00.000,940.000000000000000,30,45.210000000000000,5,76.200000000000000
1981,2020-07-24 12:20:00.000,2020-07-25 06:30:00.000,1090.000000000000000,70,65.020000000000000,328,134.110000000000000
1982,2020-07-25 11:30:00.000,2020-07-25 18:00:00.000,210.000000000000000,432,25.910000000000000,433,79.250000000000000
1983,2020-07-26 19:00:00.000,2020-07-27 07:40:00.000,760.000000000000000,452,67.310000000000000,266,155.450000000000000
1984,2020-07-27 18:30:00.000,2020-07-28 06:40:00.000,730.000000000000000,323,38.860000000000000,266,91.440000000000000
1985,2020-07-30 13:45:00.000,2020-07-30 17:00:00.000,195.000000000000000,29,29.210000000000000,432,94.490000000000000
1986,2020-07-31 12:30:00.000,2020-07-31 15:15:00.000,165.000000000000000,432,18.030000000000000,432,73.150000000000000
1987,2020-08-11 12:45:00.000,2020-08-11 17:00:00.000,255.000000000000000,320,14.990000000000000,320,82.300000000000000
1988,2020-08-11 19:45:00.000,2020-08-12 04:50:00.000,545.000000000000000,47,19.810000000000000,72,54.860000000000000
1989,2020-08-12 20:30:00.000,2020-08-13 04:30:00.000,480.000000000000000,267,32.770000000000000,193,70.100000000000000
